,k_low,k_mid,k_hi,k_low,k_mid,k_hi,p_low,p_mid,p_hi,bg,nobg,pro,notpro,pro,notpro,famous,notfamous,chara,others
thick2.jpg,0.0015999999595806003,0.2272000014781952,0.7712000012397766,0.0013000000035390258,0.13490000367164612,0.8639000058174133,0.0,0.0003000000142492354,0.9997000098228455,0.9991000294685364,0.0008999999845400453,0.9991999864578247,0.0007999999797903001,0.9994000196456909,0.0006000000284984708,0.4779999852180481,0.5220000147819519,0.9847999811172485,0.015200000256299973
